,0
1215,@Zoomcar_India we have every proof of payment to your host!
1216,@Zoomcar_India How exactly does that work? @ZoomcarPUN #zoomcar
1217,@Zoomcar_India JPSNCWSC1 here is my booking id and help me to get back my refund and extra amount I have paid!
1218,"@Zoomcar_India It's been more than 3 months, how much time do u need?  @gregmoran @BeingSalmanKhan @narendramodi @AmitShah"
1219,@Zoomcar_India @morang I want to follow back on my issue. My car got damaged in last booking with the id JPSNC35UL.… https://t.co/ouy8yKl7sl
1220,"@KishlayBhardwaj We understand your dismay over the difficulties you have encountered. Also, we appreciate your pat… https://t.co/jf7tc3VvCG"
1221,"@Prabhu_DS Hello Prabhu, we apologize for the delay in responding, however, we see that our concerned team has alre… https://t.co/zg6SyFWTLN"
1222,@Zoomcar_India abeyyyyy C'yo nhi chahiye mere paisey abhi and I am not gonna pay the outstanding as well. The Host… https://t.co/gtb0NaSOOQ
1223,@bathwal13 We are sorry for the discrepancy in the billing and for the trouble that you had to go through. Please s… https://t.co/00Q80V7vfg
1224,@bathwal13 We are sorry for the discrepancy in the billing and for the trouble that you had to go through. Please s… https://t.co/1HTfcPLupR
1225,"@hardikranjan127 Therefore, we are sorry that we won't be able to process them for you. We would appreciate your un… https://t.co/JzWe7QiBxn"
1226,@hardikranjan127 But if due for any reason you are ending up paying in cash then our team will process your fasTag… https://t.co/R1r1sermHz
1227,"@hardikranjan127 We understand your concern because as part of our process, we have installed our own fasTag in all… https://t.co/hD90JSanVx"
1228,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/g8zMhGdOy6
1229,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/TAO8IK5Xpy
1230,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/8lQYeNGb6z
1231,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/Dihc3e1wp2
1232,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/Exmwqit1r6
1233,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/hDTGd4bPGl
1234,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/14W8TJjESB
1235,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/1JLMoKodJp
1236,@0786_nitish We are sorry for the delay in response here. Upon checking we can see that you had been charged the re… https://t.co/Gq5Qy0rPST
1237,"@Zoomcar_India do you have any update ? You people earning money this way only? If that is the case, I have to file… https://t.co/mEzsygLCUL"
1238,"@shivanshshaky11 We regret the inconvenience caused to you. In order to assist you further, we would require your t… https://t.co/XqYp9Rz9lX"
1239,"@Sanskari_Lad_ka However, we are sorry to inform you that due to a technical issue, there has been an unforeseen de… https://t.co/HE2CW7uIIP"
1240,"@Sanskari_Lad_ka As checked, we see that the status of the booking has been incorrectly updated as served, our team… https://t.co/ctp1p8Fh8i"
1241,"@Sanskari_Lad_ka However, we are sorry to inform you that due to a technical issue, there has been an unforeseen de… https://t.co/Wq0G2aa971"
1242,"@Sanskari_Lad_ka As checked, we see that the status of the booking has been incorrectly updated as served, our team… https://t.co/JDq2nPAfgi"
1243,"@Sanskari_Lad_ka However, we are sorry to inform you that due to a technical issue, there has been an unforeseen de… https://t.co/TOSFdQA8GQ"
1244,"@Sanskari_Lad_ka As checked, we see that the status of the booking has been incorrectly updated as served, our team… https://t.co/dTvGwug2g7"
1245,"@Sanskari_Lad_ka However, we are sorry to inform you that due to a technical issue, there has been an unforeseen de… https://t.co/lTY293qACJ"
1246,"@Sanskari_Lad_ka As checked, we see that the status of the booking has been incorrectly updated as served, our team… https://t.co/G502ShhjGh"
1247,"@Sanskari_Lad_ka However, we are sorry to inform you that due to a technical issue, there has been an unforeseen de… https://t.co/1n5pHtU9vA"
1248,"@Sanskari_Lad_ka As checked, we see that the status of the booking has been incorrectly updated as served, our team… https://t.co/MJmbrZdk98"
1249,"@AnunayAmrit Hi Anunay, we did review your post and we deeply regret for the inconvenience caused. we are unable to… https://t.co/k0ZtbCgmPi"
1250,"@talk2piyush2113 We are sorry for the inconvenience caused. Request you to kindly share your registered email ID, w… https://t.co/tD20Q8Z2dz"
1251,@Zoomcar_India @Zoomcar_India what about the money you cheated on me? #fraud #ScamAlert @jagograhakjago
1252,@Zoomcar_India hi zoomcar please help. I booked a car in kochi on 26th April but the owner is saying he hasn't rece… https://t.co/BqIxqe8UvR
1253,"Become a Zoomcar Host &amp; make extra money with your Car

Explore now!
🔗https://t.co/dqXPtiS5qa

#Zoomcar #Car https://t.co/aU5FEM1WsZ"
1254,@Zoomcar_India @Olacabs @Uber_India I would like to thank @Zoomcar_India  for spoiling my plan and wasting 7 people… https://t.co/r4pLZAYBCB
1255,"@qadir_52 Hello Abdulqadir, we deeply regret the inconvenience caused to you. We are here to help you with your con… https://t.co/6GL6qp08CU"
1256,"@qadir_52 Hello Abdulqadir, we deeply regret the inconvenience caused to you. We are here to help you with your con… https://t.co/ld7sa8bYCS"
1257,"@qadir_52 Hello Abdulqadir, we deeply regret the inconvenience caused to you. We are here to help you with your con… https://t.co/lEfpGcre88"
1258,"@sonumeewa Hello Vipul, please accept our sincere apologies for the delay in responding and the inconvenience cause… https://t.co/GpYuOLIAkp"
1259,@Rufu5932 We have shared your feedback with our respective team to review on the same and take appropriate action t… https://t.co/7qeNiRWLTv
1260,"@Rufu5932 Hello Piyurush, please accept our sincere apologies for the trouble you endured during your reservation.… https://t.co/qtJjaK2zIJ"
1261,"Talks with a patronizing tone as if the customer doesn't understand how polices and marketplace works,… https://t.co/IuPFXt3SxH"
1262,"refund (as if that was a favour/obligation).
Finally I gave up on all the hopes with zoomcar CS and went on the app… https://t.co/u2Rcgn7pyG"
1263,"@Zoomcar_India @morang One of the worst traumatic exp. today with a reservation with you. (ID : JPSNC17AJ)
Couldn't… https://t.co/05ZSEpZueU"
1264,@Zoomcar_India Its better to go via @Olacabs  or @Uber_India . Rather was using zoomcar.
1265,@Zoomcar_India I am not sure what kind of service you are providing. Why everytime after tweet i am seeing alternat… https://t.co/R7i5TOGfrn
1266,@Yash0Gupta1 We request you choose the alternate vehicle suggested as per your requirement and continue your trip.
1267,"@Zoomcar_India Just had call with the second host too and he said car is not available. 
What the hell is this ?"
1268,"@Lopamudra_r We are sorry for the trouble caused. We have escalated the issue to our concerned team. Rest assured,… https://t.co/3wg1PBgzl4"
1269,"@Zoomcar_India From past 1 hour i am struggling for car. 
If you cannot provide just let me know."
1270,"@domyowndance Yes, we have only without fuel option as of now with unlimited km."
1271,"@Zoomcar_India I am unable to understand. 
I cannot contact host. How would i find car"
1272,@Zoomcar_India Bookind id : JPSNCYA8Z
1273,@Zoomcar_India I already chose another vehicle now i am unable to locate that vehicle too
1274,"@Zoomcar_India do you only do without-fuel, unlimited km bookings? @ZoomcarPUN #zoomcar"
1275,"It's more than 10 days ..this is ur customer service..no response, no resolution @Zoomcar_India @NirmalNr1  @morang"
1276,@Zoomcar_India This Was My First Booking On ZoomCar And The Horrible Experience You Guys Had Given Me And The Stres… https://t.co/26FreGaIaK
1277,@Yash0Gupta1 We are sorry for the inconvenience caused. We are sorry to inform you that the allocated vehicle is un… https://t.co/3sKMm8350v
1278,"@Zoomcar_India Thank You Very Much. You Guys Did Cause Me A Lot Of Trouble, I Booked Hotels Depending On Your Servi… https://t.co/yWJ5oW1t6G"
1279,@Zoomcar_India That shows how credible your company is &amp; how focused your going down the drain company is https://t.co/N2azYe9yd8
1280,@kuldeepbisht135 We are unable to fetch the details with the above given booking ID. Request you to please share th… https://t.co/cwQIyTJpxa
1281,"@Zoomcar_India  :
I am trying to find vehicle as i booked it and waitingocation giving. Just had discsion with Host… https://t.co/ZL9JV6ELwG"
1282,"@manojsaba We have replied to your concern via direct message to you, we request you to kindly review on the same."
1283,@AngshumanMadhu2 We are sorry for the trouble caused. We have canceled the booking and initiated full refund to the… https://t.co/cXPi12HPpw
1284,@AngshumanMadhu2 We are sorry for the trouble caused. We have canceled the booking and initiated full refund to the… https://t.co/yjhxxKd8nX
1285,@AngshumanMadhu2 We are sorry for the trouble caused. We have canceled the booking and initiated full refund to the… https://t.co/tpQ44sYNn4
1286,"@anuja1406 We are sorry that you did not get a response. Please share more details regarding the issue, we will address it."
1287,"@VedantBadaya We are sorry for the inconvenience caused. Request you to kindly share your booking ID, we will have a check on the issue."
1288,@Zoomcar_India @Zoomcar_India Still haven't received the form link. I received mail saying you will receive the lin… https://t.co/9IbhHy3x7Z
1289,@tyagi29j We certainly understand your concern. We are sorry to inform you that the allocated vehicle is unavailabl… https://t.co/W2gAaGtyD3
1290,"@ZoomcarHYD @Zoomcar_India it is really important to talk.. really urgent. Please contact. Please contact guys. 
Th… https://t.co/LcsEhv1Ezv"
1291,@Zoomcar_India how to contact you guys ???? Really needs to talk but unable to do so.. I have a booking tomorrow. Plz
1292,@Zoomcar_India Most Pathetic response by Zoom car. As usual they took booking ID and did nothing. Regret taking Zoo… https://t.co/l9iqNH6SvG
1293,"@TandonBintu Hi Bintu, we have received confirmation from our respective team that our team has declined your profi… https://t.co/mNUFCS173L"
1294,@Zoomcar_India Booking ID - JPSNCY5KV
1295,@Zoomcar_India @jagograhakjago @consumerforum_ @ZoomcarBLR @morang  For JPSNCY0M0 Didn't Got Any Update Yet. I Need… https://t.co/Ycy2xmvmU9
1296,"@TandonBintu We have highlighted your concern to our respective team and within 30 minutes, we will update you on t… https://t.co/SYT9mj0bN2"
1297,@Zoomcar_India @Zoomcar_India  Booking Id : JPSNCY5A3 i need justice for me
1298,@Zoomcar_India My issues with host platform and car damages are unresolved for months now.
1299,"Hi @Zoomcar_India , pls help

I have booked a car for tonight 10:00 pm. My host is saying the car is not available.… https://t.co/6chrGNkrL3"
1300,"@shivanshshaky11 We are sorry for any inconvenience caused, Shivansh. Kindly let us know your exact concern for us… https://t.co/QOeiiOBscU"
1301,"@GuptaKu27853973 Hello Kumar, we deeply regret the inconvenience caused to you. We are here to help you with your c… https://t.co/XT4ixTdoEY"
1302,"@GuptaKu27853973 Hello Kumar, we deeply regret the inconvenience caused to you. We are here to help you with your c… https://t.co/yESCyHkilA"
